loan_amnt,emp_length,home_ownership,annual_inc,addr_state
6500,2 years,RENT,53000,MO
10000,2 years,MORTGAGE,65000,MN
12000,2 years,RENT,85000,LA
10000,10+ years,RENT,55000,CA
12375,10+ years,RENT,36000,MA
10000,1 year,RENT,26000,FL
20000,7 years,RENT,70000,IL
4400,7 years,RENT,80000,NY
25000,4 years,MORTGAGE,80000,GA
14125,n/a,MORTGAGE,45696,NC
35000,2 years,MORTGAGE,100000,NJ
13600,1 year,RENT,62000,TX
20000,7 years,RENT,50000,MA
18000,< 1 year,OWN,66000,PA
13000,10+ years,OWN,80000,MO
35000,7 years,MORTGAGE,100000,TX
35000,1 year,MORTGAGE,123000,MI
12000,10+ years,RENT,70000,MA
7200,9 years,MORTGAGE,60000,IL
25000,10+ years,MORTGAGE,150000,FL
4000,3 years,RENT,80000,CA
7000,10+ years,RENT,31000,FL
15000,4 years,MORTGAGE,90000,SC
12800,1 year,RENT,61600,PA
35000,10+ years,MORTGAGE,71316,NC
15000,8 years,RENT,42000,FL
7200,5 years,RENT,34000,CT
13000,10+ years,RENT,36000,AR
28000,4 years,RENT,65000,NJ
12000,8 years,RENT,35000,AL
16000,< 1 year,RENT,50000,NV
14000,5 years,RENT,62004,NY
11500,10+ years,RENT,74000,CA
10500,1 year,MORTGAGE,42000,GA
14400,5 years,OWN,48000,CT
16000,7 years,RENT,65000,CA
5375,2 years,RENT,15360,WA
12000,10+ years,MORTGAGE,61000,FL
12000,< 1 year,RENT,83000,NY
17000,2 years,MORTGAGE,120000,CA
30000,< 1 year,RENT,106000,AZ
13000,5 years,RENT,42000,OH
7125,< 1 year,MORTGAGE,30000,MO
14000,10+ years,RENT,32000,TX
8000,1 year,RENT,72100,CA
12500,3 years,RENT,58000,HI
10000,4 years,RENT,40000,NY
12000,1 year,RENT,75000,CA
14000,3 years,RENT,48880,IL
7500,5 years,RENT,48000,MA
19200,9 years,MORTGAGE,40000,WA
9000,7 years,MORTGAGE,110000,FL
16000,4 years,MORTGAGE,60000,CA
20000,3 years,RENT,65000,CT
9000,7 years,MORTGAGE,50000,FL
9600,10+ years,RENT,55000,CA
12000,10+ years,MORTGAGE,63000,CA
18000,10+ years,MORTGAGE,133224,TX
1000,8 years,RENT,35100,AR
15000,6 years,RENT,38000,PA
12000,6 years,RENT,38000,CA
12000,3 years,RENT,41000,CA
14000,7 years,MORTGAGE,108000,NC
15600,< 1 year,RENT,43000,MD
10000,4 years,RENT,45000,TX
7200,1 year,RENT,23000,OH
22250,2 years,MORTGAGE,47532,MO
13250,< 1 year,RENT,26000,MA
26400,< 1 year,MORTGAGE,150000,NC
11000,4 years,RENT,32000,WI
9600,3 years,RENT,55000,MN
10000,4 years,RENT,35000,CA
7000,3 years,OWN,75000,MA
11000,5 years,MORTGAGE,74000,TX
13000,9 years,MORTGAGE,50000,OH
5000,8 years,OWN,30000,OK
6000,1 year,RENT,37000,DC
3000,3 years,RENT,105000,CA
8200,10+ years,RENT,42000,CA
17000,10+ years,OWN,80000,CA
5000,10+ years,MORTGAGE,35000,FL
6400,6 years,OWN,23000,AZ
13000,7 years,RENT,50000,PA
18000,10+ years,RENT,36000,GA
16000,10+ years,MORTGAGE,60000,SC
13200,7 years,RENT,40000,NJ
10000,1 year,RENT,38200,KY
15000,8 years,RENT,37000,FL
5000,10+ years,RENT,56000,CA
7200,< 1 year,RENT,38000,CA
15000,3 years,RENT,43000,TX
15700,< 1 year,MORTGAGE,60000,CA
5000,3 years,RENT,46000,FL
9600,2 years,MORTGAGE,105000,FL
16000,5 years,RENT,107000,NY
35000,4 years,MORTGAGE,235000,CA
21000,4 years,MORTGAGE,70000,OK
12000,10+ years,RENT,78000,CA
6000,10+ years,RENT,24000,WV
20000,5 years,MORTGAGE,51750,NJ
6000,< 1 year,MORTGAGE,57600,TX
7150,1 year,RENT,50000,VA
13000,7 years,RENT,55000,VA
32000,2 years,RENT,120000,CT
8000,2 years,OWN,108000,CA
15500,4 years,RENT,40000,NY
7000,< 1 year,RENT,97600,IL
12000,10+ years,MORTGAGE,70800,MO
10400,10+ years,RENT,45000,TX
12000,2 years,RENT,60000,CT
8000,3 years,MORTGAGE,88000,CA
16000,10+ years,MORTGAGE,74000,KS
4500,2 years,RENT,91500,VA
5000,2 years,RENT,42500,IL
3600,6 years,RENT,45000,GA
30000,8 years,RENT,75000,FL
21000,10+ years,MORTGAGE,103000,NJ
7000,2 years,RENT,42000,IL
17475,8 years,MORTGAGE,90000,NY
27575,< 1 year,MORTGAGE,63000,MA
7000,n/a,MORTGAGE,25000,NC
15000,1 year,RENT,35000,MA
2250,6 years,RENT,16000,AZ
17050,10+ years,MORTGAGE,53000,GA
16500,2 years,RENT,110000,NY
35000,4 years,MORTGAGE,69000,GA
3250,< 1 year,RENT,16000,NC
7000,4 years,MORTGAGE,38400,TX
24000,3 years,MORTGAGE,80000,NJ
13200,6 years,RENT,80952,IL
22750,6 years,OWN,65000,PA
12000,10+ years,RENT,70000,CA
30000,7 years,MORTGAGE,175000,TX
1200,8 years,RENT,34000,CA
4800,< 1 year,RENT,35000,FL
18000,10+ years,RENT,60000,CA
7200,10+ years,RENT,35000,CA
15000,2 years,OWN,35000,CA
10500,10+ years,RENT,60000,CA
15000,1 year,OWN,75000,CA
5000,< 1 year,MORTGAGE,66000,IL
12800,6 years,RENT,77000,IL
4000,3 years,MORTGAGE,62000,CA
14000,6 years,MORTGAGE,73000,NC
27000,8 years,MORTGAGE,130000,MA
15000,7 years,MORTGAGE,61000,WA
35000,5 years,RENT,90000,CA
2400,1 year,OWN,25000,VA
5900,2 years,RENT,14400,FL
5000,6 years,RENT,70000,OR
22000,4 years,RENT,82500,AZ
13250,7 years,RENT,35000,OK
12600,10+ years,RENT,43200,NY
20000,1 year,MORTGAGE,125000,TX
18000,10+ years,MORTGAGE,80000,VT
19200,< 1 year,RENT,87500,OK
7000,10+ years,MORTGAGE,22000,WV
25000,10+ years,OWN,80000,MA
10000,7 years,MORTGAGE,70000,TX
2250,n/a,MORTGAGE,17352,FL
23000,9 years,RENT,63208,PA
6750,2 years,RENT,48000,GA
10000,6 years,MORTGAGE,45500,FL
16000,4 years,MORTGAGE,48000,MT
5600,< 1 year,RENT,19200,IL
12000,4 years,RENT,68000,CT
4800,3 years,OWN,35000,NJ
25000,10+ years,MORTGAGE,63000,FL
10000,5 years,RENT,29406,CA
2200,8 years,RENT,26004,PA
24000,1 year,RENT,120000,CA
16000,< 1 year,MORTGAGE,110000,WI
10000,10+ years,RENT,34000,NH
10625,10+ years,RENT,26500,VT
9600,2 years,RENT,40000,NC
7200,< 1 year,MORTGAGE,88800,OH
12000,6 years,RENT,100000,NY
5000,3 years,RENT,45000,NY
30000,2 years,RENT,85000,NY
12000,9 years,RENT,36000,HI
18000,10+ years,RENT,80000,NY
10000,3 years,RENT,50000,VA
10000,10+ years,RENT,75000,NJ
26000,8 years,MORTGAGE,105000,GA
17475,3 years,RENT,45408,CA
10400,3 years,MORTGAGE,72000,CA
10000,3 years,RENT,67500,CA
17250,4 years,RENT,60000,GA
10000,2 years,MORTGAGE,65000,NC
12000,9 years,RENT,55000,OH
6000,n/a,OWN,34848,MA
19075,< 1 year,RENT,48000,CA
20000,2 years,MORTGAGE,55000,OH
24000,4 years,RENT,65000,NY
17200,9 years,MORTGAGE,55000,PA
15000,3 years,MORTGAGE,75000,TX
10625,< 1 year,RENT,30000,NM
8400,< 1 year,RENT,30000,PA
28000,2 years,RENT,160000,CA
16000,10+ years,MORTGAGE,60000,GA
18000,10+ years,MORTGAGE,59000,MN
15000,3 years,MORTGAGE,35000,TX
20675,2 years,MORTGAGE,81800,VA
13225,5 years,MORTGAGE,65000,TX
11775,1 year,RENT,44400,FL
16400,5 years,RENT,61500,NJ
10075,2 years,MORTGAGE,46000,AR
10000,< 1 year,RENT,62000,NY
14000,4 years,MORTGAGE,88000,NC
13000,10+ years,RENT,50000,NY
15000,6 years,RENT,75000,FL
5000,4 years,MORTGAGE,90000,NY
9350,5 years,MORTGAGE,100000,CO
30000,10+ years,MORTGAGE,110000,FL
18225,4 years,RENT,40000,CT
18000,2 years,MORTGAGE,50000,NY
3600,8 years,MORTGAGE,88824,KY
29000,10+ years,MORTGAGE,180000,NH
5000,10+ years,OWN,40000,MD
6400,10+ years,RENT,50000,PA
12000,6 years,RENT,40000,FL
35000,3 years,MORTGAGE,114054,VA
18000,6 years,MORTGAGE,70000,TX
8075,10+ years,MORTGAGE,35000,PA
15625,10+ years,MORTGAGE,45000,SC
24000,10+ years,RENT,77000,CO
5000,5 years,MORTGAGE,61400,PA
14000,10+ years,MORTGAGE,76800,CT
6000,10+ years,RENT,80000,PA
7200,1 year,RENT,90000,CA
5000,10+ years,RENT,32000,NJ
6600,2 years,RENT,42000,FL
7000,n/a,MORTGAGE,24000,CA
20000,< 1 year,RENT,130000,CA
8000,4 years,RENT,35000,NJ
12000,6 years,RENT,70000,HI
20000,7 years,RENT,67000,CA
10000,10+ years,RENT,31000,NY
16000,7 years,RENT,50000,NJ
10000,5 years,MORTGAGE,145000,MO
18000,2 years,RENT,66000,CA
4000,7 years,RENT,100000,NY
15000,n/a,RENT,60000,WA
10000,5 years,OWN,40000,RI
29500,10+ years,RENT,45000,CA
20125,10+ years,MORTGAGE,103000,TX
30000,< 1 year,RENT,137000,FL
24000,10+ years,OWN,103000,MO
14000,3 years,RENT,75000,VA
5375,5 years,MORTGAGE,42000,RI
8300,10+ years,RENT,50000,NV
7000,5 years,OWN,50000,MA
2425,3 years,OWN,80004,NJ
6950,2 years,RENT,43000,CA
12375,10+ years,OWN,32000,FL
35000,10+ years,MORTGAGE,85000,CO
14000,5 years,RENT,60500,CA
14000,< 1 year,RENT,35000,NY
5500,5 years,RENT,24000,KS
4800,< 1 year,RENT,44600,CA
9000,< 1 year,RENT,52000,DC
16000,2 years,OWN,67000,NY
5000,2 years,MORTGAGE,44136,CA
35000,3 years,MORTGAGE,66000,FL
18500,8 years,MORTGAGE,36000,WA
5350,6 years,MORTGAGE,52000,GA
25000,2 years,RENT,65000,VA
10000,3 years,RENT,36000,NY
12000,3 years,RENT,36500,MD
18000,5 years,MORTGAGE,40000,WA
3000,3 years,MORTGAGE,56604,CA
6000,< 1 year,RENT,23040,CA
20000,1 year,RENT,90000,NY
35000,10+ years,MORTGAGE,99224.88,NC
10000,2 years,RENT,52000,VA
12000,n/a,RENT,35000,NJ
5875,4 years,OWN,17640,CA
10000,4 years,RENT,86000,MA
28000,5 years,MORTGAGE,118075,MD
11200,5 years,RENT,48000,NY
10000,3 years,RENT,65000,CA
20000,5 years,RENT,40000,CA
9450,7 years,RENT,28800,NJ
19000,3 years,OWN,38000,TX
18825,10+ years,MORTGAGE,85000,NJ
20400,1 year,RENT,52000,NJ
21650,6 years,MORTGAGE,62361,PA
24000,1 year,MORTGAGE,122400,MD
24500,10+ years,RENT,52000,NJ
9000,10+ years,RENT,45000,IL
15000,3 years,MORTGAGE,75000,CA
20000,10+ years,RENT,50000,NY
7100,3 years,RENT,36000,MD
6000,2 years,RENT,40000,TX
5600,1 year,RENT,25000,NY
7000,10+ years,RENT,85000,NY
20300,< 1 year,RENT,80000,NY
6000,< 1 year,RENT,55000,IL
30000,10+ years,RENT,62000,RI
12000,5 years,RENT,110000,NJ
13650,5 years,RENT,44000,FL
24000,9 years,MORTGAGE,76000,MA
6200,9 years,MORTGAGE,51000,WA
25000,4 years,MORTGAGE,106000,CA
12000,4 years,RENT,42000,VA
2300,< 1 year,MORTGAGE,78000,MI
8875,< 1 year,RENT,19240,UT
18800,7 years,RENT,75000,NY
12000,4 years,RENT,75000,VA
9000,2 years,RENT,52800,MD
7600,9 years,OWN,75000,PA
16000,1 year,RENT,40000,FL
12000,3 years,RENT,24000,OH
22500,3 years,RENT,45000,CT
20000,9 years,RENT,105000,FL
6000,2 years,MORTGAGE,60000,MD
7200,4 years,OWN,53000,MA
8000,< 1 year,RENT,46330,WA
24575,10+ years,MORTGAGE,59000,AL
18000,7 years,MORTGAGE,36000,OH
19000,10+ years,MORTGAGE,95000,PA
14400,10+ years,RENT,58977,CA
8400,1 year,RENT,75000,NJ
7500,2 years,RENT,27000,OR
30000,4 years,MORTGAGE,72000,NV
12375,2 years,RENT,37000,PA
10000,2 years,MORTGAGE,69077,WA
22000,2 years,RENT,54329,NY
12000,10+ years,RENT,200000,NY
5000,1 year,MORTGAGE,110000,OH
21000,2 years,RENT,63500,NC
24000,2 years,MORTGAGE,70000,TX
6000,< 1 year,RENT,30000,MD
4800,2 years,RENT,54996,NY
5000,5 years,RENT,21000,WA
5850,1 year,RENT,38000,NH
17000,10+ years,MORTGAGE,72000,AL
21000,2 years,RENT,75000,MA
17475,10+ years,RENT,56000,NV
4750,2 years,OWN,48000,CA
12000,3 years,MORTGAGE,100000,CA
5275,5 years,OWN,50000,RI
9175,< 1 year,RENT,28500,SD
9600,5 years,RENT,37000,FL
34475,8 years,RENT,60000,GA
22500,7 years,RENT,70000,NJ
12000,1 year,RENT,80000,WA
12000,n/a,OWN,40000,GA
10050,10+ years,MORTGAGE,74143.68,KS
21000,2 years,RENT,94500,MA
15000,n/a,OWN,57000,CA
19400,< 1 year,RENT,50000,CA
10000,< 1 year,RENT,42000,FL
10000,1 year,OWN,53000,PA
4800,6 years,RENT,22000,CA
35000,3 years,MORTGAGE,90000,CA
18200,10+ years,RENT,42000,WI
6400,3 years,RENT,35000,PA
13000,10+ years,MORTGAGE,54000,MD
2500,6 years,RENT,40000,IL
6300,10+ years,RENT,49000,VA
4400,5 years,RENT,38000,MD
6000,8 years,MORTGAGE,118000,VA
20500,9 years,MORTGAGE,54000,CA
8800,10+ years,RENT,135000,CA
17000,9 years,RENT,53000,NC
18000,10+ years,MORTGAGE,60000,SD
20000,3 years,MORTGAGE,116500,PA
10000,4 years,MORTGAGE,44000,NJ
16000,5 years,MORTGAGE,52000,WI
34000,4 years,RENT,65000,WI
16000,3 years,RENT,51000,DC
11100,6 years,RENT,45000,NY
21000,4 years,MORTGAGE,60000,NY
12000,2 years,RENT,40000,CO
5000,< 1 year,OWN,20000,NY
21000,7 years,OWN,42000,NY
10625,< 1 year,RENT,25000,DE
18500,1 year,RENT,112000,MD
3600,5 years,MORTGAGE,30000,MO
8500,n/a,RENT,27050,GA
12000,5 years,MORTGAGE,35000,PA
11700,6 years,RENT,30000,NY
15000,2 years,RENT,70000,NJ
13000,10+ years,MORTGAGE,105000,CA
9500,5 years,MORTGAGE,52000,GA
20000,2 years,RENT,108000,NY
1800,4 years,MORTGAGE,92496,VA
20000,6 years,MORTGAGE,47000,CA
6000,5 years,RENT,24000,FL
13000,6 years,RENT,67000,MD
14400,4 years,RENT,50000,MA
5000,5 years,MORTGAGE,48996,GA
12000,5 years,RENT,165000,NY
25000,10+ years,RENT,70000,NY
21650,7 years,OWN,49000,IL
19500,10+ years,MORTGAGE,85470,TX
5000,n/a,RENT,84855,MD
5200,10+ years,RENT,32160,CA
6000,8 years,MORTGAGE,50000,TX
4000,10+ years,RENT,47000,NC
15000,4 years,RENT,62000,NY
8000,2 years,RENT,115000,CA
16500,10+ years,MORTGAGE,64000,GA
11900,4 years,RENT,96000,VA
20000,n/a,MORTGAGE,100000,AZ
4000,n/a,OWN,25000,TX
12000,10+ years,RENT,40100,OR
10200,10+ years,MORTGAGE,75000,AR
12000,6 years,RENT,95000,FL
3000,3 years,RENT,55000,IL
3500,10+ years,MORTGAGE,175000,MI
11000,10+ years,RENT,37000,CA
17000,6 years,OWN,60500,WV
15000,10+ years,OWN,60000,TX
12000,7 years,RENT,52000,CA
29100,< 1 year,RENT,95000,NY
5000,n/a,MORTGAGE,48000,TX
25850,10+ years,MORTGAGE,60000,NY
16400,6 years,OWN,140000,CA
12000,2 years,MORTGAGE,65000,FL
9600,9 years,MORTGAGE,47000,NV
8000,< 1 year,RENT,28000,FL
17500,10+ years,RENT,45256,IL
16000,1 year,RENT,70000,DC
35000,7 years,MORTGAGE,165000,UT
4000,5 years,RENT,70000,CA
1500,1 year,RENT,90000,PA
14000,1 year,RENT,46000,IL
8000,2 years,RENT,30000,NY
8000,5 years,RENT,38000,MN
25000,6 years,RENT,45000,CA
4000,10+ years,MORTGAGE,50000,FL
20400,n/a,RENT,40800,AL
10000,5 years,RENT,27000,PA
10000,2 years,RENT,40000,WA
6000,1 year,RENT,28675.92,CT
35000,< 1 year,MORTGAGE,174000,GA
18000,10+ years,MORTGAGE,72000,CA
3300,2 years,RENT,90000,CA
15000,3 years,RENT,70000,CA
6000,10+ years,MORTGAGE,127000,VA
35000,3 years,MORTGAGE,70000,MN
20000,2 years,RENT,62500,CA
12200,8 years,MORTGAGE,35000,IL
4200,6 years,RENT,55044.48,IL
25000,10+ years,RENT,81000,IL
22575,3 years,OWN,45000,KY
20000,4 years,MORTGAGE,90000,TX
18000,3 years,RENT,60000,AZ
10000,10+ years,MORTGAGE,76500,NY
12000,8 years,MORTGAGE,63000,TX
8000,8 years,OWN,57000,NC
7175,4 years,RENT,60000,AZ
15000,5 years,RENT,80000,NY
22500,4 years,MORTGAGE,45000,NY
35000,10+ years,MORTGAGE,100800,FL
12000,10+ years,RENT,47840,WA
35000,10+ years,MORTGAGE,110000,TX
18250,6 years,OWN,40000,FL
20000,4 years,MORTGAGE,55800,CA
15000,3 years,OWN,130000,CA
12500,5 years,RENT,80000,NY
15000,10+ years,RENT,60000,NY
16750,< 1 year,RENT,48000,NY
8000,9 years,RENT,54600,MN
10400,3 years,OWN,35000,FL
6000,5 years,RENT,42000,NJ
7000,4 years,RENT,85000,NY
10000,2 years,RENT,47500,WA
12000,6 years,MORTGAGE,243600,FL
12000,9 years,MORTGAGE,38417.6,WA
17000,5 years,MORTGAGE,84000,TX
12950,1 year,RENT,31200,OH
16000,7 years,MORTGAGE,70000,NJ
10000,1 year,RENT,56496,MI
8000,10+ years,OWN,42240,FL
24000,7 years,RENT,152000,CA
7700,2 years,RENT,30000,MN
15000,7 years,RENT,47000,CO
30000,10+ years,OWN,120000,CA
12000,6 years,MORTGAGE,50000,MN
1200,10+ years,MORTGAGE,39000,OK
9000,4 years,RENT,26976,GA
12000,10+ years,RENT,50000,CA
5000,n/a,RENT,30000,MA
10400,4 years,MORTGAGE,45000,IL
30000,10+ years,MORTGAGE,72000,WA
7200,5 years,RENT,103000,NY
3500,10+ years,MORTGAGE,57700,NV
19500,4 years,RENT,52470,KS
6350,4 years,RENT,49200,CA
15000,1 year,RENT,90000,FL
10000,10+ years,MORTGAGE,80000,TX
8400,10+ years,RENT,72000,AK
12000,4 years,RENT,90000,NY
22750,< 1 year,MORTGAGE,47840,FL
20000,8 years,OWN,100000,FL
8875,10+ years,MORTGAGE,58000,TX
5000,< 1 year,RENT,17000,GA
11200,10+ years,OWN,45000,OH
4000,< 1 year,RENT,90000,CA
15000,5 years,RENT,75000,CA
14750,8 years,MORTGAGE,30000,NM
15000,10+ years,OWN,125000,OH
2500,5 years,RENT,45000,MN
13475,3 years,RENT,26400,CA
14000,10+ years,OWN,35000,WI
6625,10+ years,RENT,16800,CA
10000,2 years,RENT,45000,IL
12000,9 years,RENT,45000,IL
20000,4 years,RENT,87000,IL
14000,6 years,RENT,85000,GA
35000,3 years,MORTGAGE,84500,FL
4800,10+ years,RENT,45000,OR
12875,4 years,MORTGAGE,57000,MN
1400,n/a,MORTGAGE,30108,MI
22000,9 years,MORTGAGE,72000,TX
12000,10+ years,RENT,53000,FL
9000,5 years,RENT,25600,CA
12000,10+ years,RENT,66000,CA
17000,10+ years,RENT,57000,FL
18000,2 years,MORTGAGE,55000,CO
2000,1 year,RENT,33000,SC
8000,10+ years,MORTGAGE,80000,CO
10000,6 years,RENT,32000,FL
6900,7 years,MORTGAGE,35000,FL
6000,10+ years,MORTGAGE,44720,NV
13000,< 1 year,RENT,170000,NY
18650,< 1 year,MORTGAGE,50000,IL
2400,8 years,RENT,43080,CO
8000,3 years,RENT,60000,IL
25975,8 years,MORTGAGE,50000,AL
5000,3 years,OWN,32500,LA
12500,2 years,MORTGAGE,24960,MO
20000,2 years,MORTGAGE,42000,CA
4800,6 years,MORTGAGE,50000,AZ
30000,10+ years,RENT,55000,FL
25000,5 years,MORTGAGE,93500,MO
9250,n/a,OWN,20000,PA
2400,10+ years,MORTGAGE,72000,NJ
12000,10+ years,MORTGAGE,75000,CA
3000,10+ years,MORTGAGE,70000,GA
12000,5 years,MORTGAGE,40000,FL
10000,10+ years,RENT,30000,MN
10000,< 1 year,RENT,26400,MA
20000,3 years,MORTGAGE,65000,TX
16000,9 years,MORTGAGE,70000,CA
22800,8 years,RENT,68000,FL
18000,10+ years,RENT,52000,CA
3500,10+ years,OWN,39600,FL
20000,10+ years,OWN,62400,KS
3000,1 year,RENT,18000,CA
27300,2 years,RENT,50000,IL
12250,< 1 year,MORTGAGE,29323,OR
20000,5 years,RENT,140000,NY
4350,< 1 year,RENT,20000,FL
21200,10+ years,MORTGAGE,47000,WI
2700,2 years,RENT,45000,WA
8000,< 1 year,RENT,50000,MN
6000,< 1 year,OWN,48000,LA
7000,10+ years,MORTGAGE,66000,TX
7000,2 years,RENT,42000,MO
6025,< 1 year,RENT,19200,TX
15000,3 years,RENT,61284,PA
18000,7 years,MORTGAGE,140000,WA
20250,7 years,RENT,39624,WI
3825,2 years,RENT,26000,OR
10000,< 1 year,RENT,48000,IL
6000,9 years,RENT,26500,AR
2400,3 years,MORTGAGE,39990,OH
7200,n/a,MORTGAGE,45000,CA
14000,5 years,OWN,38000,IL
8400,6 years,RENT,51008,FL
13000,10+ years,MORTGAGE,95000,WY
4200,10+ years,RENT,35000,NY
20000,9 years,RENT,35000,WA
7000,5 years,RENT,50000,IL
13250,6 years,RENT,37500,WI
3600,1 year,RENT,32000,CO
14000,10+ years,MORTGAGE,27840,IL
6000,5 years,RENT,24000,FL
9000,7 years,RENT,45000,WA
15000,10+ years,MORTGAGE,73600,CO
10000,4 years,MORTGAGE,77000,IL
9000,2 years,RENT,40000,VA
5325,n/a,RENT,22000,CA
12000,< 1 year,RENT,75000,NC
14000,2 years,OWN,35000,FL
20000,10+ years,MORTGAGE,50000,CA
16000,4 years,RENT,50000,WA
35000,10+ years,OWN,68750,MA
11000,2 years,RENT,71200,NH
5000,< 1 year,RENT,47000,TX
20000,1 year,RENT,50000,NY
35000,4 years,RENT,71000,NJ
12000,10+ years,RENT,100000,CA
12000,n/a,MORTGAGE,60000,AZ
14150,3 years,RENT,40000,TX
4000,10+ years,MORTGAGE,55000,LA
12000,6 years,MORTGAGE,33280,FL
6000,10+ years,RENT,42000,OH
17000,3 years,RENT,75600,FL
15000,3 years,OWN,44500,FL
4200,10+ years,MORTGAGE,99996,AL
15000,2 years,MORTGAGE,47760,NC
18000,1 year,RENT,50000,IL
19000,1 year,RENT,49200,OR
30000,10+ years,MORTGAGE,145000,CT
35000,< 1 year,MORTGAGE,264000,FL
16000,< 1 year,OWN,51000,FL
4000,6 years,RENT,48000,MN
7000,4 years,MORTGAGE,67000,CT
12000,2 years,MORTGAGE,42000,CA
12000,4 years,RENT,45000,WA
7000,6 years,RENT,29004,NY
10000,5 years,RENT,60000,IL
1600,8 years,RENT,30000,VT
17200,10+ years,RENT,52000,FL
12000,2 years,MORTGAGE,45000,AZ
7200,8 years,MORTGAGE,55000,IL
12000,1 year,RENT,70000,IL
5000,7 years,MORTGAGE,50000,KS
27300,10+ years,MORTGAGE,56000,KY
8200,< 1 year,MORTGAGE,65000,GA
6000,7 years,OWN,26000,NY
8000,10+ years,OWN,99000,PA
20000,10+ years,MORTGAGE,210000,NY
10400,5 years,MORTGAGE,56004,NC
3600,2 years,RENT,37008,OH
5000,10+ years,MORTGAGE,65000,GA
8000,3 years,MORTGAGE,140000,TX
16000,10+ years,MORTGAGE,120000,MI
35000,10+ years,MORTGAGE,115000,CA
5000,6 years,RENT,30000,FL
12000,10+ years,MORTGAGE,52000,CA
2800,3 years,RENT,27000,MD
12000,8 years,RENT,39996,NY
4000,2 years,RENT,54000,CA
7000,2 years,MORTGAGE,23000,MO
5600,6 years,MORTGAGE,35000,TX
12000,9 years,RENT,95000,VA
18975,5 years,RENT,45000,WA
5000,10+ years,MORTGAGE,138000,GA
12000,2 years,RENT,68500,VA
35000,7 years,MORTGAGE,78000,WA
5500,3 years,OWN,31000,FL
6500,7 years,MORTGAGE,75000,CA
12000,10+ years,RENT,63000,CA
12000,4 years,RENT,76000,CA
4000,6 years,MORTGAGE,42000,OH
1000,2 years,RENT,76000,DC
25000,6 years,MORTGAGE,54996,TX
9000,10+ years,OWN,28944,CT
8575,10+ years,RENT,35000,MI
5400,5 years,MORTGAGE,38000,NV
10000,5 years,RENT,72000,MA
6000,1 year,RENT,32000,NJ
10000,4 years,RENT,33000,FL
2575,< 1 year,RENT,44420,TX
10000,< 1 year,MORTGAGE,38400,CA
8000,n/a,RENT,60000,CA
12000,1 year,RENT,45000,CA
12000,2 years,OWN,79768,DC
10000,10+ years,MORTGAGE,80000,MO
6000,10+ years,MORTGAGE,39168,CA
12600,3 years,MORTGAGE,86000,PA
10000,n/a,OWN,37200,NC
14000,1 year,RENT,52000,NC
5000,2 years,RENT,62400,WA
10000,10+ years,RENT,60000,WA
15000,7 years,MORTGAGE,100000,CA
6000,5 years,RENT,29000,MD
5450,7 years,RENT,83004,CT
13500,10+ years,MORTGAGE,57700,HI
20000,4 years,RENT,45000,NJ
3000,< 1 year,RENT,46008,PA
5000,10+ years,RENT,40000,KS
7000,9 years,MORTGAGE,96000,CA
16000,n/a,OWN,49000,UT
3800,4 years,OWN,90000,NJ
28000,10+ years,RENT,110000,MI
15000,7 years,MORTGAGE,77000,MI
6000,5 years,RENT,82000,FL
4000,3 years,RENT,31200,CA
15000,n/a,OWN,62400,IL
7500,6 years,RENT,60000,MO
12000,3 years,RENT,48000,VA
2125,n/a,RENT,43000,NH
25000,10+ years,RENT,76000,NY
7200,< 1 year,RENT,50000,PA
10000,10+ years,MORTGAGE,200000,CO
7000,10+ years,RENT,52000,MN
14000,3 years,RENT,65000,GA
6000,10+ years,MORTGAGE,170000,RI
8000,1 year,OWN,68000,SC
3000,< 1 year,MORTGAGE,70000,CA
22000,10+ years,RENT,45000,GA
10000,3 years,RENT,52000,CA
5000,2 years,MORTGAGE,42000,TX
6000,< 1 year,MORTGAGE,90000,TX
5500,2 years,RENT,36500,NY
6000,10+ years,MORTGAGE,38000,MN
10000,5 years,RENT,56000,MA
5000,3 years,RENT,45000,CA
4000,6 years,RENT,32535,MD
8000,10+ years,RENT,70000,IL
6000,3 years,MORTGAGE,39996,SC
12000,10+ years,OWN,98000,GA
9500,5 years,MORTGAGE,57000,TX
15600,10+ years,RENT,100000,OH
10000,3 years,RENT,42910,CA
12000,7 years,RENT,54000,NY
10000,4 years,RENT,40000,CO
25000,10+ years,MORTGAGE,80000,NV
5300,< 1 year,RENT,28800,CA
8000,5 years,MORTGAGE,70000,FL
1000,3 years,OWN,27600,PA
3800,3 years,MORTGAGE,62352,OH
20000,7 years,RENT,60000,NY
4200,7 years,MORTGAGE,60000,TX
3500,10+ years,MORTGAGE,70000,RI
6000,2 years,RENT,45000,CA
15000,10+ years,MORTGAGE,160000,MO
30000,< 1 year,MORTGAGE,525000,FL
18000,10+ years,OWN,92000,CA
10000,1 year,RENT,35000,GA
6500,9 years,MORTGAGE,38000,GA
25000,4 years,RENT,87500,NY
15000,1 year,RENT,31000,WA
22000,3 years,RENT,55000,CA
9600,3 years,RENT,42000,NJ
14650,10+ years,RENT,65000,CA
11250,10+ years,RENT,43000,NY
31000,2 years,MORTGAGE,180000,CA
14000,4 years,MORTGAGE,100000,UT
9000,8 years,RENT,24600,HI
